Id,Neighborhood,LotFrontage,LotArea,number of bedrooms,Street,Alley,OverallQual,OverallCond,Date,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,SquareFootage,Heating,HeatingQC,SaleType,SaleCondition,Price
823,RL,NA,12394,3,Pave,NA,7,5,2003,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,WD,Family,225000
824,RL,60,9900,4,Pave,NA,6,7,1940,TA,No,Unf,0,Unf,0,778,778,GasA,TA,WD,Normal,139500
825,FV,81,11216,2,Pave,NA,8,5,2006,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,New,Partial,232600
826,RL,114,14803,3,Pave,NA,10,5,2007,TA,Av,GLQ,1636,Unf,0,442,2078,GasA,Ex,New,Partial,385000
827,RM,50,6130,3,Pave,NA,5,6,1924,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,WD,Normal,109500
828,RL,65,,3,Pave,NA,7,5,2001,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,WD,Normal,189000
829,RL,NA,28698,2,Pave,NA,5,5,1967,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,WD,Abnorml,185000
830,FV,24,2544,3,Pave,Pave,7,5,2005,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,WD,Normal,147400
831,RL,80,11900,4,Pave,NA,6,5,1957,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,WD,Normal,166000
832,FV,30,3180,2,Pave,Pave,7,5,2005,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,WD,Normal,151000
833,RL,44,9548,3,Pave,NA,7,6,2003,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,WD,Normal,237000
834,RL,100,10004,4,Pave,NA,6,6,1964,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,WD,Normal,167000
835,RL,75,7875,2,Pave,NA,5,6,1961,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,WD,Normal,139950
836,RL,60,9600,3,Pave,NA,4,7,1950,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,WD,Normal,128000
837,RM,90,8100,3,Pave,Pave,5,6,1948,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,COD,Normal,153500
838,RM,21,1680,3,Pave,NA,6,5,1973,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,WD,Normal,100000
839,RL,75,9525,5,Pave,NA,5,6,1995,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,WD,Normal,144000
840,RL,70,11767,3,Pave,NA,5,6,1946,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,WD,Normal,130500
841,RH,NA,12155,3,Pave,NA,6,8,1925,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,WD,Normal,140000
842,RM,60,10440,3,Pave,Grvl,5,8,1904,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,WD,Normal,157500
843,RL,82,9020,3,Pave,NA,6,7,1966,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,WD,Normal,174900
844,RL,80,8000,3,Pave,NA,5,4,1961,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,WD,Normal,141000
845,RM,100,12665,1,Pave,Grvl,5,8,1915,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,WD,Normal,153900
846,RL,NA,16647,1,Pave,NA,5,5,1975,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,WD,Normal,171000
847,RL,75,9317,2,Pave,NA,7,5,1993,TA,No,ALQ,513,Unf,0,227,740,GasA,Ex,WD,Normal,213000
848,RL,36,15523,2,Pave,NA,5,6,1972,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,WD,Normal,133500
849,RL,75,45600,2,Pave,NA,6,8,1908,TA,No,Unf,0,Unf,0,907,907,GasA,TA,WD,Normal,240000
850,RL,80,9600,2,Pave,NA,6,7,1976,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,WD,Normal,187000
851,RM,36,4435,2,Pave,NA,6,5,2003,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,WD,Normal,131500
852,RL,NA,3196,3,Pave,NA,8,5,2003,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,WD,Normal,215000
853,RL,53,7128,3,Pave,NA,7,5,1941,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,WD,Normal,164000
854,RL,NA,12095,3,Pave,NA,6,6,1964,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,WD,Normal,158000
855,RL,102,17920,3,Pave,NA,5,4,1955,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,WD,Abnorml,170000
856,RL,NA,6897,3,Pave,NA,5,8,1962,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,WD,Normal,127000
857,RL,NA,,3,Pave,NA,6,6,1978,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,WD,Normal,147000
858,RL,65,8125,3,Pave,NA,6,5,1994,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,WD,Normal,174000
859,RL,80,10400,3,Pave,NA,7,5,1976,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,WD,Family,152000
860,RL,NA,11029,3,Pave,NA,6,7,1968,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,WD,Normal,250000
861,RL,55,7642,2,Pave,NA,7,8,1918,TA,No,Unf,0,Unf,0,912,912,GasA,Gd,WD,Normal,189950
862,RL,75,11625,2,Pave,NA,5,4,1965,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,Ex,WD,Normal,131500
863,RL,81,9672,2,Pave,NA,6,5,1984,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,WD,Normal,152000
864,RL,70,7931,3,Pave,NA,5,5,1959,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,WD,Normal,132500
865,FV,72,8640,3,Pave,NA,7,5,2007,TA,No,Unf,0,Unf,0,1372,1372,GasA,Ex,New,Partial,250580
866,RL,NA,8750,3,Pave,NA,5,6,1970,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,WD,Normal,148500
867,RL,67,10656,4,Pave,NA,8,5,2006,TA,Av,Unf,0,Unf,0,1638,1638,GasA,Ex,New,Partial,248900
868,RL,85,6970,4,Pave,NA,4,5,1961,TA,No,ALQ,932,Unf,0,108,1040,GasA,TA,WD,Normal,129000
869,RL,NA,14762,3,Pave,NA,5,6,1948,NA,NA,NA,0,NA,0,0,0,GasA,Gd,WD,Normal,169000
870,RL,80,9938,3,Pave,NA,7,5,1993,TA,No,GLQ,750,Unf,0,300,1050,GasA,Ex,WD,Normal,236000
871,RL,60,6600,4,Pave,NA,5,5,1962,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,WD,Normal,109500
872,RL,70,8750,4,Pave,NA,6,5,1998,TA,No,GLQ,505,Unf,0,299,804,GasA,Ex,WD,Normal,200500
873,RL,74,8892,4,Pave,NA,5,7,1953,TA,Av,Unf,0,Unf,0,105,105,GasA,Gd,WD,Normal,116000
874,RL,60,12144,4,Pave,NA,5,7,1949,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,WD,Normal,133000
875,RM,52,5720,4,Pave,NA,5,6,1941,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,WD,Abnorml,66500
876,FV,75,9000,4,Pave,NA,8,5,2007,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,New,Partial,303477
877,RL,94,25286,3,Pave,NA,4,5,1963,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,Gd,WD,Normal,132250
878,RL,74,8834,3,Pave,NA,9,5,2004,TA,No,GLQ,1170,Unf,0,292,1462,GasA,Ex,WD,Normal,350000
879,RL,88,11782,3,Pave,NA,5,7,1961,TA,Av,ALQ,899,Unf,0,210,1109,GasA,TA,WD,Normal,148000
880,RL,NA,7000,1,Pave,NA,5,8,1978,TA,No,ALQ,646,Unf,0,218,864,GasA,Ex,WD,Normal,136500
881,RL,60,7024,3,Pave,NA,5,5,2005,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,WD,Normal,157000
882,RL,44,13758,3,Pave,NA,7,5,1990,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,Ex,WD,Normal,187500
883,RL,NA,9636,3,Pave,NA,6,5,1992,TA,No,Unf,0,Unf,0,808,808,GasA,Gd,WD,Normal,178000
884,RL,60,6204,3,Pave,NA,4,5,1912,Fa,No,Unf,0,Unf,0,795,795,GasA,TA,WD,Normal,118500
885,RL,65,7150,3,Pave,NA,5,5,1967,TA,No,BLQ,432,Unf,0,460,892,GasA,TA,WD,Normal,100000
886,FV,50,5119,3,Pave,NA,9,5,1999,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,CWD,Abnorml,328900
887,RL,70,8393,3,Pave,NA,5,5,1959,TA,No,LwQ,528,Unf,0,1098,1626,GasA,Ex,WD,Family,145000
888,RL,59,16466,3,Pave,NA,5,7,1955,TA,No,Unf,0,Unf,0,816,816,GasA,TA,WD,Normal,135500
889,RL,95,15865,3,Pave,NA,8,6,1970,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,WD,Normal,268000
890,RL,128,12160,3,Pave,NA,6,4,1953,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,WD,Normal,149500
891,RL,60,8064,2,Pave,NA,5,7,1949,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,WD,Normal,122900
892,RL,70,11184,2,Pave,NA,6,5,1978,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,WD,Normal,172500
893,RL,70,8414,4,Pave,NA,6,8,1963,TA,No,GLQ,663,Unf,0,396,1059,GasA,TA,WD,Normal,154500
894,RL,NA,13284,3,Pave,NA,5,5,1954,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,WD,Normal,165000
895,RL,64,7018,3,Pave,NA,5,5,1979,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Alloca,118858
896,RL,71,7056,3,Pave,NA,6,5,1963,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,WD,Normal,140000
897,RM,50,8765,3,Pave,Grvl,4,6,1936,TA,No,ALQ,285,Unf,0,666,951,GasA,Ex,WD,Abnorml,106500
898,RL,64,7018,3,Pave,NA,5,5,1979,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Alloca,142953
899,RL,100,,2,Pave,NA,9,5,2009,TA,Gd,GLQ,2188,Unf,0,142,2330,GasA,Ex,New,Partial,611657
900,RL,65,6993,2,Pave,NA,5,7,1961,TA,No,BLQ,465,Unf,0,447,912,GasA,TA,WD,Normal,135000
901,RL,NA,7340,3,Pave,NA,4,6,1971,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,WD,Normal,110000
902,RL,64,8712,3,Pave,NA,5,7,1957,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,WD,Normal,153000
903,RL,63,7875,2,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,783,783,GasA,Ex,WD,Normal,180000
904,RL,50,14859,2,Pave,NA,7,5,2006,TA,No,Unf,0,Unf,0,1670,1670,GasA,Ex,New,Partial,240000
905,RL,NA,6173,2,Pave,NA,5,6,1967,TA,No,GLQ,599,Unf,0,277,876,GasA,TA,WD,Normal,125500
906,RL,80,9920,2,Pave,NA,5,5,1954,TA,No,Rec,354,LwQ,290,412,1056,GasA,TA,WD,Normal,128000
907,RL,116,13501,2,Pave,NA,8,5,2006,TA,No,GLQ,63,Unf,0,1560,1623,GasA,Ex,WD,Normal,255000
908,RL,86,11500,2,Pave,NA,7,7,1936,TA,No,Rec,223,Unf,0,794,1017,GasA,Gd,WD,Normal,250000
909,RL,NA,8885,2,Pave,NA,5,5,1983,TA,Av,BLQ,301,ALQ,324,239,864,GasA,TA,WD,Normal,131000
910,RL,149,12589,3,Pave,NA,6,5,2005,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,WD,Normal,174000
911,RL,80,11600,3,Pave,NA,5,5,1960,TA,No,Rec,443,Unf,0,662,1105,GasA,TA,WD,Normal,154300
912,RL,NA,9286,3,Pave,NA,5,7,1977,Gd,Av,ALQ,196,Unf,0,1072,1268,GasA,TA,WD,Normal,143500
913,RM,51,6120,3,Pave,NA,5,7,1925,TA,No,Rec,489,Unf,0,279,768,GasA,TA,WD,Abnorml,88000
914,RH,82,6270,3,Pave,NA,5,6,1949,TA,No,BLQ,284,Unf,0,717,1001,GasA,TA,WD,Normal,145000
915,FV,30,3000,1,Pave,Pave,6,5,2009,TA,Av,GLQ,294,Unf,0,318,612,GasA,Ex,New,Partial,173733
916,RM,21,2001,3,Pave,NA,4,5,1970,TA,No,Unf,0,Unf,0,546,546,GasA,Fa,WD,Normal,75000
917,C (all),50,9000,2,Pave,NA,2,3,1949,TA,Av,BLQ,50,Unf,0,430,480,GasA,TA,WD,Abnorml,35311
918,RL,NA,17140,3,Pave,NA,4,6,1956,TA,No,ALQ,1059,Unf,0,75,1134,GasA,Ex,WD,Normal,135000
919,RL,103,13125,4,Pave,NA,7,5,1991,TA,Mn,BLQ,48,GLQ,634,422,1104,GasA,Ex,WD,Normal,238000
920,RL,87,11029,3,Pave,NA,6,8,1958,TA,No,ALQ,528,BLQ,411,245,1184,GasA,Ex,WD,Normal,176500
921,RL,70,8462,3,Pave,NA,6,5,1994,Gd,No,GLQ,814,Unf,0,114,928,GasA,Ex,WD,Normal,201000
922,RL,67,8777,3,Pave,NA,5,7,1900,TA,No,ALQ,1084,Unf,0,188,1272,GasA,Gd,WD,Normal,145900
923,RL,65,10237,2,Pave,NA,6,5,2005,TA,No,GLQ,28,Unf,0,1288,1316,GasA,Ex,New,Partial,169990
924,RL,50,8012,3,Pave,NA,6,5,1993,TA,No,LwQ,165,GLQ,841,598,1604,GasA,Ex,WD,Normal,193000
925,RL,79,10240,3,Pave,NA,6,6,1980,TA,No,BLQ,625,LwQ,1061,0,1686,GasA,TA,WD,Normal,207500
926,RL,NA,15611,3,Pave,NA,5,6,1977,TA,Av,ALQ,767,LwQ,93,266,1126,GasA,TA,WD,Abnorml,175000
927,RL,93,11999,3,Pave,NA,8,5,2003,TA,No,Unf,0,Unf,0,1181,1181,GasA,Ex,WD,Normal,285000
928,RL,NA,9900,2,Pave,NA,7,5,1968,TA,No,BLQ,552,Unf,0,280,832,GasA,Gd,WD,Normal,176000
929,RL,NA,11838,2,Pave,NA,8,5,2001,TA,Av,Unf,0,Unf,0,1753,1753,GasA,Ex,WD,Normal,236500
930,RL,NA,13006,2,Pave,NA,7,5,1997,TA,No,Unf,0,Unf,0,964,964,GasA,Gd,WD,Normal,222000
931,RL,73,8925,3,Pave,NA,8,5,2007,TA,Av,GLQ,16,Unf,0,1450,1466,GasA,Ex,WD,Normal,201000
932,RL,70,9100,3,Pave,NA,5,6,1965,TA,No,BLQ,338,Rec,466,121,925,GasA,Ex,WD,Normal,117500
933,RL,84,11670,3,Pave,NA,9,5,2006,Gd,No,Unf,0,Unf,0,1905,1905,GasA,Ex,WD,Normal,320000
934,RL,63,8487,3,Pave,NA,7,5,2004,TA,Av,GLQ,20,Unf,0,1480,1500,GasA,Ex,WD,Normal,190000
935,RL,313,27650,5,Pave,NA,7,7,1960,TA,Gd,GLQ,425,Unf,0,160,585,GasA,Ex,WD,Normal,242000
936,RL,52,5825,3,Pave,NA,4,5,1926,TA,Mn,Unf,0,Unf,0,600,600,GasA,Gd,WD,Normal,79900
937,RL,67,10083,3,Pave,NA,7,5,2003,TA,No,GLQ,833,Unf,0,343,1176,GasA,Ex,WD,Normal,184900
938,RL,75,9675,2,Pave,NA,7,5,2005,TA,Mn,GLQ,341,Unf,0,772,1113,GasA,Ex,WD,Normal,253000
939,RL,73,8760,2,Pave,NA,7,5,2006,Gd,Mn,GLQ,464,Unf,0,927,1391,GasA,Ex,New,Partial,239799
940,RL,NA,24090,2,Pave,NA,7,7,1940,TA,Mn,Unf,0,Unf,0,1032,1032,GasA,Ex,COD,Normal,244400
941,RL,55,12640,2,Pave,NA,6,5,1976,TA,Gd,Rec,936,LwQ,396,396,1728,GasA,TA,WD,Normal,150900
942,RL,NA,8755,2,Pave,NA,7,5,1999,TA,No,ALQ,772,Unf,0,220,992,GasA,Ex,WD,Normal,214000
943,RL,42,7711,4,Pave,NA,4,3,1977,TA,Gd,GLQ,1440,Unf,0,0,1440,GasA,TA,Oth,Abnorml,150000
944,RL,100,25000,3,Pave,NA,5,4,1967,TA,Av,Unf,0,Unf,0,1632,1632,GasA,TA,WD,Normal,143000
945,RL,NA,14375,3,Pave,NA,6,6,1958,TA,No,GLQ,111,Rec,354,354,819,GasA,Gd,COD,Abnorml,137500
946,RM,98,8820,2,Pave,NA,5,6,1890,TA,No,LwQ,1088,Unf,0,0,1088,GasA,TA,WD,Normal,124900
947,RL,70,8163,3,Pave,NA,5,6,1959,TA,Av,ALQ,748,BLQ,294,102,1144,GasA,TA,WD,Normal,143000
948,RL,85,14536,3,Pave,NA,8,5,2002,TA,Av,GLQ,1300,Unf,0,316,1616,GasA,Ex,WD,Normal,270000
949,RL,65,14006,3,Pave,NA,7,5,2002,TA,NA,Unf,0,Unf,0,936,936,GasA,Ex,WD,Normal,192500
950,RL,78,9360,4,Pave,NA,6,7,1972,TA,No,ALQ,982,Unf,0,179,1161,GasA,TA,WD,Normal,197500
951,RL,60,7200,2,Pave,NA,5,8,1950,TA,No,ALQ,398,BLQ,149,317,864,GasA,Gd,WD,Normal,129000
952,RH,60,7800,3,Pave,NA,5,5,1965,TA,No,BLQ,641,Unf,0,187,828,GasA,Gd,WD,Abnorml,119900
953,RL,60,7200,3,Pave,NA,5,8,1972,TA,Av,GLQ,660,Unf,0,108,768,GasA,Gd,WD,Normal,133900
954,RL,NA,11075,3,Pave,NA,5,4,1969,TA,Av,ALQ,562,LwQ,193,29,784,GasA,Ex,WD,Normal,172000
955,RL,35,9400,4,Pave,NA,6,5,1975,Gd,Gd,GLQ,945,Unf,0,0,945,GasA,TA,WD,AdjLand,127500
956,RH,82,7136,2,Pave,NA,6,6,1946,TA,No,Rec,484,Unf,0,495,979,GasA,TA,WD,Normal,145000
957,RM,24,1300,3,Pave,NA,6,6,1980,TA,No,ALQ,285,Unf,0,276,561,GasA,TA,WD,Normal,124000
958,RL,70,7420,3,Pave,NA,5,5,1962,TA,No,Rec,417,Unf,0,640,1057,GasA,TA,WD,Normal,132000
959,RL,65,,4,Pave,NA,7,5,2003,TA,Mn,GLQ,699,Unf,0,638,1337,GasA,Ex,WD,Normal,185000
960,FV,24,2572,3,Pave,NA,7,5,1999,TA,No,ALQ,604,Unf,0,92,696,GasA,Ex,WD,Normal,155000
961,RL,50,7207,3,Pave,NA,5,7,1958,TA,Gd,BLQ,696,Unf,0,162,858,GasA,Gd,WD,Normal,116500
962,RL,NA,12227,2,Pave,NA,6,7,1977,Gd,No,ALQ,896,Unf,0,434,1330,GasA,TA,WD,Normal,272000
963,RL,24,2308,3,Pave,NA,6,6,1976,TA,No,ALQ,556,Unf,0,248,804,GasA,TA,WD,Normal,155000
964,RL,122,11923,3,Pave,NA,9,5,2007,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,WD,Normal,239000
965,RL,80,11316,4,Pave,NA,7,5,2002,TA,No,GLQ,624,Unf,0,193,817,GasA,Ex,WD,Normal,214900
966,RL,65,10237,1,Pave,NA,6,5,2005,TA,No,Unf,0,Unf,0,783,783,GasA,Ex,New,Partial,178900
967,RL,130,9600,3,Pave,NA,5,7,1940,Fa,No,Rec,428,Unf,0,300,728,GasA,Ex,WD,Normal,160000
968,RL,NA,7390,4,Pave,NA,5,7,1955,TA,No,ALQ,902,Unf,0,196,1098,GasA,TA,WD,Normal,135000
969,RM,50,5925,3,Pave,NA,3,6,1910,TA,No,Unf,0,Unf,0,600,600,Grav,Fa,WD,Abnorml,37900
970,RL,75,10382,3,Pave,NA,6,5,1958,TA,Gd,ALQ,513,Unf,0,75,588,GasA,TA,ConLD,Normal,140000
971,RL,60,10800,3,Pave,NA,4,4,1949,TA,No,Unf,0,Unf,0,720,720,GasA,TA,WD,Abnorml,135000
972,RL,36,2268,3,Pave,NA,7,5,2003,TA,No,GLQ,567,Unf,0,197,764,GasA,Ex,WD,Normal,173000
973,RL,55,7892,3,Pave,NA,6,5,1979,TA,No,Unf,0,Unf,0,918,918,GasA,TA,WD,Normal,99500
974,FV,95,11639,3,Pave,NA,7,5,2007,TA,No,Unf,0,Unf,0,1428,1428,GasA,Ex,New,Partial,182000
975,RL,60,11414,3,Pave,NA,7,8,1910,TA,No,Unf,0,Unf,0,728,728,GasA,TA,WD,Normal,167500
976,FV,NA,2651,3,Pave,NA,7,5,2000,TA,No,GLQ,641,Unf,0,32,673,GasA,Ex,WD,Normal,165000
977,RL,51,5900,2,Pave,NA,4,7,1923,TA,No,Unf,0,Unf,0,440,440,GasA,TA,WD,Normal,85500
978,FV,35,4274,3,Pave,Pave,7,5,2006,TA,No,GLQ,1106,Unf,0,135,1241,GasA,Ex,New,Partial,199900
979,RL,68,9450,2,Pave,NA,4,5,1954,TA,No,LwQ,552,Unf,0,342,894,GasA,Ex,WD,Abnorml,110000
980,RL,80,8816,3,Pave,NA,5,6,1963,TA,No,Rec,651,Unf,0,470,1121,GasA,TA,WD,Normal,139000
981,RL,NA,12122,2,Pave,NA,7,9,1961,TA,Av,ALQ,867,Unf,0,77,944,GasA,Gd,WD,Normal,178400
982,RL,98,12203,2,Pave,NA,8,5,1998,TA,No,GLQ,854,Unf,0,371,1225,GasA,Ex,WD,Normal,336000
983,RL,43,3182,2,Pave,NA,7,5,2007,TA,Av,Unf,0,Unf,0,1266,1266,GasA,Ex,WD,Normal,159895
984,RL,NA,11250,2,Pave,NA,8,5,2002,TA,Mn,Unf,0,Unf,0,1128,1128,GasA,Ex,WD,Normal,255900
985,RL,75,10125,3,Pave,NA,5,5,1977,NA,NA,NA,0,NA,0,0,0,GasA,TA,COD,Normal,126000
986,RL,68,10880,4,Pave,NA,5,5,1950,TA,No,ALQ,1040,Unf,0,124,1164,GasW,TA,ConLD,Normal,125000
987,RM,59,5310,3,Pave,NA,6,8,1910,Fa,No,Unf,0,Unf,0,485,485,GasA,Gd,WD,Normal,117000
988,RL,83,10159,4,Pave,NA,9,5,2009,TA,Av,GLQ,1646,Unf,0,284,1930,GasA,Ex,New,Partial,395192
989,RL,NA,12046,3,Pave,NA,6,6,1976,TA,No,LwQ,156,Unf,0,692,848,GasA,TA,WD,Normal,195000
990,FV,65,8125,3,Pave,NA,7,5,2006,Gd,No,Unf,0,Unf,0,770,770,GasA,Ex,New,Partial,197000
991,RL,82,9452,3,Pave,NA,8,5,1997,TA,No,GLQ,1074,Unf,0,322,1396,GasA,Ex,WD,Normal,348000
992,RM,121,17671,3,Pave,Grvl,8,9,1882,TA,No,BLQ,216,Unf,0,700,916,GasA,Gd,WD,Normal,168000
993,RL,80,9760,2,Pave,NA,6,8,1964,TA,Gd,BLQ,536,Rec,117,169,822,GasA,Gd,WD,Normal,187000
994,RL,68,8846,1,Pave,NA,6,5,2005,TA,No,Unf,0,Unf,0,750,750,GasA,Ex,New,Partial,173900
995,RL,96,12456,1,Pave,NA,10,5,2006,TA,Gd,GLQ,1172,Unf,0,528,1700,GasA,Ex,WD,Normal,337500
996,RL,51,4712,3,Pave,NA,4,7,1946,TA,No,ALQ,384,Unf,0,363,747,GasA,TA,WD,Abnorml,121600
997,RL,NA,,3,Pave,NA,5,6,1961,TA,No,Rec,915,Unf,0,135,1050,GasA,TA,COD,Normal,136500
998,RL,NA,11717,3,Pave,NA,6,6,1970,TA,No,Unf,0,Unf,0,1442,1442,GasA,TA,WD,Normal,185000
999,RM,60,9786,2,Pave,NA,3,4,1922,Fa,No,Unf,0,Unf,0,1007,1007,GasA,Fa,WD,Normal,91000
1000,RL,64,6762,3,Pave,NA,7,5,2006,TA,Av,GLQ,686,Unf,0,501,1187,GasA,Ex,WD,Normal,206000
1001,RL,74,10206,4,Pave,NA,3,3,1952,NA,NA,NA,0,NA,0,0,0,GasW,Fa,WD,Normal,82000
1002,RL,60,5400,3,Pave,NA,5,6,1920,TA,No,Unf,0,Unf,0,691,691,GasA,Ex,WD,Abnorml,86000
1003,RL,75,11957,2,Pave,NA,8,5,2006,TA,No,GLQ,24,Unf,0,1550,1574,GasA,Ex,WD,Normal,232000
1004,RL,NA,11500,4,Pave,NA,5,6,1976,TA,No,Unf,0,Unf,0,1680,1680,GasA,Fa,WD,Normal,136905
1005,RL,43,3182,3,Pave,NA,7,5,2005,TA,No,GLQ,16,Unf,0,1330,1346,GasA,Ex,WD,Normal,181000
1006,RL,65,8385,4,Pave,NA,5,8,1977,Gd,Av,GLQ,595,Unf,0,390,985,GasA,TA,WD,Normal,149900
1007,RL,NA,12155,3,Pave,NA,6,3,1970,TA,No,LwQ,1237,Unf,0,420,1657,GasA,Gd,WD,Normal,163500
1008,RM,21,2217,3,Pave,NA,4,4,1970,TA,No,BLQ,273,LwQ,273,0,546,GasA,TA,WD,Normal,88000
1009,RL,43,12118,2,Pave,NA,7,5,2004,TA,Mn,Unf,0,Unf,0,1710,1710,GasA,Ex,WD,Normal,240000
1010,RL,60,6000,5,Pave,NA,5,5,1926,TA,No,Unf,0,Unf,0,1008,1008,GasA,Ex,WD,Normal,102000
1011,RL,115,21286,4,Pave,NA,5,5,1948,TA,No,Unf,0,Unf,0,720,720,GasA,TA,WD,Normal,135000
1012,RL,75,9825,3,Pave,NA,5,5,1965,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Normal,100000
1013,RL,55,10592,3,Pave,NA,6,7,1923,Fa,No,Unf,0,Unf,0,602,602,GasA,TA,WD,Normal,165000
1014,RM,60,7200,3,Pave,NA,5,4,1910,TA,No,ALQ,247,Rec,465,310,1022,GasW,TA,WD,Normal,85000
1015,RL,60,11664,3,Pave,NA,6,5,1948,Fa,No,BLQ,336,Unf,0,746,1082,GasA,TA,WD,Normal,119200
1016,RL,70,8400,2,Pave,NA,8,6,2001,TA,No,GLQ,643,Unf,0,167,810,GasA,Ex,WD,Normal,227000
1017,RL,73,11883,3,Pave,NA,7,5,1996,TA,Gd,GLQ,690,Unf,0,814,1504,GasA,Ex,WD,Normal,203000
1018,RL,NA,5814,2,Pave,NA,8,5,1984,TA,Av,GLQ,1036,Unf,0,184,1220,GasA,Gd,COD,Abnorml,187500
1019,RL,NA,10784,3,Pave,NA,7,5,1991,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,WD,Normal,160000
1020,RL,43,3013,3,Pave,NA,7,5,2005,TA,Gd,GLQ,16,Unf,0,1346,1362,GasA,Ex,WD,Normal,213490
1021,RL,60,7024,3,Pave,NA,4,5,2005,TA,No,GLQ,1024,Unf,0,108,1132,GasA,Ex,WD,Normal,176000
1022,RL,64,7406,2,Pave,NA,7,5,2006,TA,Av,GLQ,684,Unf,0,515,1199,GasA,Ex,New,Partial,194000
1023,RM,52,9439,3,Pave,NA,5,5,1930,TA,No,LwQ,324,Unf,0,588,912,GasA,Gd,WD,Normal,87000
1024,RL,43,3182,2,Pave,NA,7,5,2005,Gd,No,GLQ,16,Unf,0,1330,1346,GasA,Ex,WD,Normal,191000
1025,RL,NA,15498,3,Pave,NA,8,6,1976,TA,Av,ALQ,1165,LwQ,400,0,1565,GasA,TA,COD,Abnorml,287000
1026,RL,70,7700,3,Pave,NA,5,5,1972,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,WD,Normal,112500
1027,RL,73,9300,4,Pave,NA,5,5,1960,TA,No,Rec,697,Unf,0,571,1268,GasA,TA,WD,Normal,167500
1028,RL,71,9520,2,Pave,NA,8,5,2007,TA,Gd,GLQ,1513,Unf,0,125,1638,GasA,Ex,New,Partial,293077
